  model   year   price   transmissionmileage fuelTypetax         mpg    engineSizeautomaker age
366 RAV4   2014   11498Automatic   47545Diesel   260   42.2   2.2toyota    9
367 RAV4   2014   10998Manual      50709Diesel   150    53      2toyota    9
368 RAV4   2017   20498Automatic   10957Petrol   150   43.5     2toyota    6
369 RAV4   2013   10498Manual      54057Diesel   160   49.6   2.2toyota   10
370 RAV4   2015    9998Manual      60998Diesel   125   57.6     2toyota    8
371 RAV4   2015   12998Manual      41486Diesel   145    53      2toyota    8
372 RAV4   2017   13998Manual      48713Diesel   125   60.1     2toyota    6
373 RAV4   2017   14698Manual      50039Diesel   145   60.1     2toyota    6
374 RAV4   2019   28998Automatic   10910Hybrid   135   51.1   2.5toyota    4
375 RAV4   2018   19698Automatic   21893Petrol   145   43.5     2toyota    5
376 RAV4   2015   15298Semi-Auto   21232Petrol   235   39.2     2toyota    8
377 RAV4   2019   37440Automatic    2764Hybrid   135   51.1   2.5toyota    4
378 RAV4   2016   20990Automatic   18880Hybrid    20   57.6   2.5toyota    7
379 RAV4   2017   19998Automatic   10028Petrol   145   43.5     2toyota    6
380 RAV4   2017   20990Automatic   29515Hybrid    20   57.6   2.5toyota    6
381 RAV4   2016   23990Automatic   25614Hybrid    20   55.4   2.5toyota    7
382 RAV4   2016   23990Automatic   20101Hybrid    20   55.4   2.5toyota    7
383 RAV4   2016   13495Manual      30124Diesel   125   60.1     2toyota    7
384 RAV4   2017   15995Manual      59205Diesel   125   60.1     2toyota    6
385 RAV4   2016   17495Automatic   58100Hybrid    20   55.4   2.5toyota    7
386 RAV4   2014   12998Automatic   41389Diesel   260   42.2   2.2toyota    9
387 RAV4   2016   13998Manual      36030Diesel   125   60.1     2toyota    7
388 RAV4   2017   14998Manual      32087Diesel   145   60.1     2toyota    6
389 RAV4   2016   19498Automatic   19618Hybrid    20   57.6   2.5toyota    7
390 RAV4   2019   34990Automatic    5000Hybrid   135   49.6   2.5toyota    4
391 RAV4   2015    9998Manual      81503Diesel   125   57.6     2toyota    8
392 RAV4   2017   16295Manual      34633Diesel   125   60.1     2toyota    6
393 RAV4   2015   13495Manual      28308Diesel   150    53      2toyota    8
394 RAV4   2016   15200Manual      27232Diesel   125   60.1     2toyota    7
395 RAV4   2017   24070Automatic   14766Hybrid   135   55.4   2.5toyota    6
396 RAV4   2016   19970Automatic   35445Hybrid    20   57.6   2.5toyota    7
397 RAV4   2019   29570Automatic    7823Hybrid   135   51.1   2.5toyota    4
398 RAV4   2017   14498Manual      41201Diesel   145   60.1     2toyota    6
399 RAV4   2016   17995Automatic   49254Hybrid    20   55.4   2.5toyota    7
400 RAV4   2019   27570Automatic   15581Hybrid   135   52.3   2.5toyota    4
401 RAV4   2019   34990Automatic    5660Hybrid   140   49.6   2.5toyota    4
402 RAV4   2015   14490Automatic   59454Diesel   265   42.2   2.2toyota    8
403 RAV4   2017   14495Manual      37893Diesel   125   60.1     2toyota    6
404 RAV4   2017   23070Automatic   23605Hybrid    20   55.4   2.5toyota    6
405 RAV4   2019   29995Automatic    9709Hybrid   135   49.6   2.5toyota    4
406 RAV4   2014    9798Manual      77512Diesel   145    53      2toyota    9
407 RAV4   2016   14498Manual      23485Diesel   125   60.1     2toyota    7
408 RAV4   2016   14998Manual      28083Diesel   125   60.1     2toyota    7
409 RAV4   2014   11998Semi-Auto   51258Petrol   235   39.2     2toyota    9
410 RAV4   2014   10995Manual      59627Diesel   125   57.6     2toyota    9
411 RAV4   2019   27293Automatic   19814Hybrid   135   49.6   2.5toyota    4
412 RAV4   2017   19988Automatic   31057Hybrid   135   57.6   2.5toyota    6
413 RAV4   2014    9998Manual      78650Diesel   160   49.6   2.2toyota    9
414 RAV4   2017   21971Automatic   37258Hybrid    20   55.4   2.5toyota    6
415 RAV4   2016   19452Automatic   27176Hybrid    20   57.6   2.5toyota    7
416 RAV4   2017   20667Automatic   25000Hybrid    20   57.6   2.5toyota    6
417 RAV4   2013   10990Automatic   45000Diesel   260   42.2   2.2toyota   10
418 RAV4   2017   18495Automatic   40101Hybrid    20   57.6   2.5toyota    6
419 RAV4   2016   13995Manual      38338Diesel   125   60.1     2toyota    7
420 RAV4   2019   31995Automatic   11970Hybrid   140   49.6   2.5toyota    4

421 RAV4   2019   31995Automatic   11728Hybrid   140   49.6   2.5toyota    4
422 RAV4   2017   19990Automatic   29802Hybrid   135   55.4   2.5toyota    6
423 RAV4   2016   14295Manual      31887Diesel   125   60.1     2toyota    7
424 RAV4   2017   22795Automatic   20216Hybrid    20   55.4   2.5toyota    6
425 RAV4   2016   18500Automatic   46035Hybrid    20   55.4   2.5toyota    7
426 RAV4   2015   11495Manual      44652Diesel   150    53      2toyota    8
427 RAV4   2014   10999Manual      57942Diesel   145    53      2toyota    9
428 RAV4   2017   21998Automatic   13285Hybrid   135   57.6   2.5toyota    6
429 RAV4   2016   17250Automatic   60602Hybrid    20   55.4   2.5toyota    7
430 RAV4   2016   18695Automatic   46035Hybrid    20   55.4   2.5toyota    7
431 RAV4   2017   13998Manual      32815Diesel   125   60.1     2toyota    6
432 RAV4   2014    9780Manual      88870Diesel   125   57.6     2toyota    9
433 RAV4   2016   18998Automatic   30117Hybrid    20   57.6   2.5toyota    7
434 RAV4   2015   10995Manual      63000Diesel   165   49.6   2.2toyota    8
435 RAV4   2017   22995Automatic   28486Hybrid    20   55.4   2.5toyota    6
436 RAV4   2016   19490Automatic   30000Hybrid    20   57.6   2.5toyota    7
437 RAV4   2015   12480Automatic   45848Diesel   265   42.2   2.2toyota    8
438 RAV4   2017   21000Automatic   27999Hybrid   135   57.6   2.5toyota    6
439 RAV4   2016   21000Automatic   31059Hybrid    20   55.4   2.5toyota    7
440 RAV4   2017   22000Automatic   19511Hybrid    20   55.4   2.5toyota    6
441 RAV4   2016   12498Manual      49814Diesel   125   60.1     2toyota    7
442 RAV4   2018   25500Automatic   18861Hybrid   135   55.4   2.5toyota    5
443 RAV4   2017   19998Automatic   41351Hybrid    20   55.4   2.5toyota    6
444 RAV4   2013    9990Manual      59934Diesel   165   49.6   2.2toyota   10
445 RAV4   2017   16675Manual      22565Diesel   125   60.1     2toyota    6
446 RAV4   2019   29000Automatic   10853Hybrid   135   51.1   2.5toyota    4
447 RAV4   2016   13000Manual      56437Diesel   125   60.1     2toyota    7
448 RAV4   2016   23000Automatic   15364Hybrid    20   55.4   2.5toyota    7
449 RAV4   2013    9945Manual      62541Diesel   165   49.6   2.2toyota   10
450 RAV4   2019   33880Automatic    7576Hybrid   140   49.6   2.5toyota    4
451 RAV4   2017   21480Automatic   39833Hybrid    20   55.4   2.5toyota    6
452 RAV4   2019   27790Automatic   16360Hybrid   135   51.1   2.5toyota    4
453 RAV4   2016   17795Automatic   37852Hybrid    20   57.6   2.5toyota    7
454 RAV4   2016   21298Automatic    4671Hybrid    20   57.6   2.5toyota    7
455 RAV4   2016   19287Automatic   49962Hybrid    20   55.4   2.5toyota    7
456 RAV4   2013    9250Manual      70964Diesel   165   49.6   2.2toyota   10
457 RAV4   2014   11000Manual      52561Diesel   125   57.6     2toyota    9
458 RAV4   2015   13200Manual      10763Diesel   125   57.6     2toyota    8
459 RAV4   2019   29980Automatic    6691Hybrid   135   49.6   2.5toyota    4
460 RAV4   2016   19995Automatic   24757Hybrid    20   57.6   2.5toyota    7
461 RAV4   2016   18995Automatic   43546Hybrid    20   55.4   2.5toyota    7
462 RAV4   2017   19480Automatic   10985Petrol   200   43.5     2toyota    6
463 RAV4   2016   18498Automatic   31522Hybrid    20   57.6   2.5toyota    7
464 RAV4   2017   18490Automatic   30305Petrol   145   43.5     2toyota    6
465 RAV4   2016   19490Automatic   32311Hybrid    20   57.6   2.5toyota    7
466 RAV4   2017   22995Automatic   25889Hybrid    20   55.4   2.5toyota    6
467 RAV4   2017   18995Automatic   39000Hybrid   140   57.6   2.5toyota    6
468 RAV4   2017   18490Automatic   30724Petrol   205   43.5     2toyota    6
469 RAV4   2014   10490Manual      67712Diesel   150    53      2toyota    9
470 RAV4   2016   16980Automatic   24560Petrol   205   43.5     2toyota    7
471 RAV4   2014   10995Manual      49429Diesel   150    53      2toyota    9
472 RAV4   2016   21495Automatic   13586Hybrid    20   57.6   2.5toyota    7
473 RAV4   2019   33595Automatic    8000Hybrid   140   49.6   2.5toyota    4
474 RAV4   2016   14995Manual      27762Diesel   125   60.1     2toyota    7
475 RAV4   2016   21995Automatic   16000Hybrid    20   55.4   2.5toyota    7
476 RAV4   2016   14295Manual      22262Diesel   125   60.1     2toyota    7
477 RAV4   2017   17390Automatic   28546Petrol   205   43.5     2toyota    6
478 RAV4   2016   16980Manual      19570Diesel   125   60.1     2toyota    7
479 RAV4   2017   12998Manual      57423Diesel   150   60.1     2toyota    6
480 RAV4   2017   20290Automatic   27498Hybrid   140   57.6   2.5toyota    6
481 RAV4   2017   20690Automatic   48265Hybrid    20   55.4   2.5toyota    6
482 RAV4   2016   13290Manual      38655Diesel   125   60.1     2toyota    7
483 RAV4   2017   19000Automatic   16000Petrol   200   43.5     2toyota    6
484 RAV4   2017   20498Automatic   20829Hybrid   135   57.6   2.5toyota    6
485 RAV4   2016   19490Automatic   11544Hybrid    20   57.6   2.5toyota    7
486 RAV4   2016   21990Automatic   39039Hybrid    20   55.4   2.5toyota    7
487 RAV4   2020   31790Automatic    1652Hybrid   135   49.6   2.5toyota    3
488 RAV4   2016   15990Manual      20553Diesel   125   60.1     2toyota    7
489 RAV4   2016   20790Automatic   32132Hybrid    20   55.4   2.5toyota    7
490 RAV4   2017   19995Automatic   30489Hybrid   140   57.6   2.5toyota    6
491 RAV4   2015   13690Automatic   50417Diesel   265   42.2   2.2toyota    8
492 RAV4   2017   21990Automatic   14562Hybrid    20   57.6   2.5toyota    6
493 RAV4   2016   18490Automatic   40049Hybrid    20   57.6   2.5toyota    7
494 RAV4   2013   11995Manual      29445Diesel   160   49.6   2.2toyota   10
495 RAV4   2018   22995Automatic   13833Petrol   145   43.5     2toyota    5
496 RAV4   2016   18995Automatic   31492Hybrid    20   57.6   2.5toyota    7
497 RAV4   2016   18710Automatic   37971Hybrid    20   57.6   2.5toyota    7
498 RAV4   2017   18798Automatic   37386Hybrid    20   57.6   2.5toyota    6
499 RAV4   2017   20995Automatic   25601Hybrid    20   57.6   2.5toyota    6
500 RAV4   2016   13610Automatic   60841Petrol   200   43.5     2toyota    7
501 RAV4   2017   20990Automatic   17681Petrol   145   43.5     2toyota    6
502 RAV4   2017   19995Automatic   39343Hybrid    20   57.6   2.5toyota    6
503 RAV4   2016   23995Automatic   16551Hybrid    20   55.4   2.5toyota    7
504 RAV4   2017   19995Automatic   29655Hybrid   140   57.6   2.5toyota    6
505 RAV4   2017   21498Automatic   21263Hybrid    20   57.6   2.5toyota    6
506 RAV4   2017   21995Automatic   22329Hybrid    20   57.6   2.5toyota    6
507 RAV4   2016   14995Manual      25801Diesel   125   60.1     2toyota    7
508 RAV4   2015   11795Automatic   48125Diesel   260   42.2   2.2toyota    8
509 RAV4   2016   18995Automatic   46531Hybrid    20   57.6   2.5toyota    7
510 RAV4   2017   20000Automatic   25303Hybrid    20   57.6   2.5toyota    6
511 RAV4   2017   21795Automatic   22726Hybrid    20   57.6   2.5toyota    6
512 RAV4   2017   15295Manual      39624Diesel   145   60.1     2toyota    6
513 RAV4   2017   21095Automatic    8992Hybrid    20   57.6   2.5toyota    6
514 RAV4   2017   19995Automatic   31685Hybrid    20   55.4   2.5toyota    6
515 RAV4   2017   21500Automatic   27751Hybrid    20   55.4   2.5toyota    6
516 RAV4   2018   19990Automatic   23165Petrol   145   43.5     2toyota    5
517 RAV4   2015    9547Manual      60148Diesel   125   57.6     2toyota    8
518 RAV4   2018   25980Automatic   10864Hybrid   140   55.4   2.5toyota    5
519 RAV4   2020   33995Automatic    1500Hybrid   135   51.1   2.5toyota    3
520 RAV4   2017   15995Manual      22864Diesel   145   60.1     2toyota    6
521 RAV4   2016   14499Manual      32070Diesel   125   60.1     2toyota    7
522 RAV4   2017   14450Manual      61000Diesel   150   60.1     2toyota    6
523 RAV4   2016   20349Automatic    8080Hybrid    20   57.6   2.5toyota    7
524 RAV4   2016   13900Manual      14152Diesel   125   60.1     2toyota    7
525 RAV4   2016   18590Automatic   30635Hybrid    20   57.6   2.5toyota    7
526 RAV4   2016   13790Manual      37849Diesel   125   60.1     2toyota    7
527 RAV4   2016   14288Manual      30100Diesel   125   60.1     2toyota    7
528 RAV4   2015   13499Manual      18200Diesel   125   57.6     2toyota    8
529 RAV4   2017   16711Manual      17000Diesel   125   60.1     2toyota    6
530 RAV4   2015   13330Automatic   36426Petrol   235   39.2     2toyota    8
531 RAV4   2016   13999Manual      31457Diesel   125   60.1     2toyota    7
532 RAV4   2014   12495Manual      30726Diesel   145    53      2toyota    9
533 RAV4   2016   18999Automatic   24770Hybrid    20   57.6   2.5toyota    7
534 RAV4   2017   18562Manual      11556Diesel   125   60.1     2toyota    6
535 RAV4   2017   15293Manual      26191Diesel   125   60.1     2toyota    6
536 RAV4   2019   33626Automatic    7191Hybrid   135   49.6   2.5toyota    4
537 RAV4   2015   12711Manual      56203Diesel   150    53      2toyota    8
538 RAV4   2013   10311Manual      57299Diesel   165   49.6   2.2toyota   10
539 RAV4   2016   20298Automatic   18078Hybrid    20   57.6   2.5toyota    7
540 RAV4   2017   17235Automatic   65452Hybrid    20   57.6   2.5toyota    6
541 RAV4   2017   21508Automatic   17807Hybrid    20   57.6   2.5toyota    6
542 RAV4   2017   21766Automatic   15507Hybrid    20   57.6   2.5toyota    6
543 RAV4   2015   12232Manual      46000Diesel   150    53      2toyota    8
544 RAV4   2018   25991Automatic   13000Hybrid   140   55.4   2.5toyota    5
